5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,3,5
5,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5
5,4,4,1,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5
5,4,4,1,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,5,5
5,4,4,1,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,5,5,5,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,5
5,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5
5,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,5,5,5,5
5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
